TRAIN_NUMBER,COMMERCIAL_LINE_NUMBER_DESIGNATION,OPERATING_POINT_ABBREVIATION,OPERATION_TRAFFIC_CATEGORY_ABBREVIATION,EVENT_TYPE,EVENT_SERVED,PLAN_STOP_TYPE,PLAN_FORMATION_MAXIMAL_VELOCITY,OPERATION_DAY_PERIOD_IDENTIFIER_COARSE,OPERATION_PLANNED_TIMESTAMP,OPERATION_ACTUAL_TIMESTAMP,SIMULATED_TIMESTAMP,SIMULATED_DELAY,DAILY_PLAN_OPERATIONAL_DELAY_SEC,tre200s0,fkl010z1,fu3010z0,rre150z0,htoauts0,hto000d0,causes
6010,R13,TWN,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 04:58:00,2025-01-01 04:59:00,2025-01-01 04:58:34.083216,34.08321557881209,26.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
3959,RE6,NE,FV,arrival,True,commercialStop,160,NVZ,2025-01-01 04:59:00,2025-01-01 04:58:00,2025-01-01 04:59:00.000000,0.0,-55.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
3958,RE6,NE,FV,departure,True,commercialStop,160,NVZ,2025-01-01 05:00:00,2025-01-01 05:00:00,2025-01-01 05:00:00.000000,0.0,0.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6011,R13,TWN,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:00:00,2025-01-01 05:00:00,2025-01-01 05:00:04.179087,4.179086729836854,-3.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,TWN,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:00:00,2025-01-01 04:59:00,2025-01-01 05:00:07.131725,7.131724887211021,-11.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=7s
6010,R13,LIG,RV,arrival,True,pass,140,NVZ,2025-01-01 05:01:00,2025-01-01 05:01:00,2025-01-01 05:01:07.202110,7.202109735750128,-16.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,LIG,RV,departure,True,pass,140,NVZ,2025-01-01 05:01:00,2025-01-01 05:01:00,2025-01-01 05:01:07.202110,7.202109735750128,-16.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=7s
6011,R13,TUE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:03:00,2025-01-01 05:03:00,2025-01-01 05:03:04.009837,4.009837273006269,36.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6011,R13,TUE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:03:00,2025-01-01 05:04:00,2025-01-01 05:03:35.587798,35.5877980970763,29.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=36s
15721,S5,NE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:04:00,2025-01-01 05:04:00,2025-01-01 05:04:00.000000,0.0,14.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,NV,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:04:00,2025-01-01 05:04:00,2025-01-01 05:04:05.921074,5.921074472171313,0.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6906,R23,NE,RV,departure,True,commercialStop,160,NVZ,2025-01-01 05:05:00,2025-01-01 05:06:00,2025-01-01 05:05:00.000000,0.0,63.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
15319,S3,BI,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 05:05:00,2025-01-01 05:05:00,2025-01-01 05:05:00.000000,0.0,51.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,NV,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:05:00,2025-01-01 05:05:00,2025-01-01 05:05:03.099839,3.099838838865253,12.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,LD,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:07:00,2025-01-01 05:07:00,2025-01-01 05:07:02.368555,2.368554688495351,11.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,LD,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:07:00,2025-01-01 05:08:00,2025-01-01 05:07:37.129922,37.12992248757291,7.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=37s
6011,R13,BI,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:07:00,2025-01-01 05:08:00,2025-01-01 05:07:37.324515,37.32451486435821,83.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
7608,S20,BI,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 05:08:00,2025-01-01 05:06:00,2025-01-01 05:08:00.000000,0.0,-70.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,CRNE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:09:00,2025-01-01 05:10:00,2025-01-01 05:09:36.449723,36.449723085795995,10.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,CRNE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:10:00,2025-01-01 05:10:00,2025-01-01 05:10:06.585733,6.585733424315549,7.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=7s
3657,RE4,BI,FV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:12:00,2025-01-01 05:12:00,2025-01-01 05:12:00.000000,0.0,47.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
14105,S21,NE,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 05:12:00,2025-01-01 05:13:00,2025-01-01 05:12:00.000000,0.0,11.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,CORN,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:12:00,2025-01-01 05:12:00,2025-01-01 05:12:08.125970,8.125969597665971,7.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,CORN,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:13:00,2025-01-01 05:13:00,2025-01-01 05:13:09.206431,9.206431328020699,11.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=9s
1509,IC5,BI,FV,departure,True,commercialStop,200,NVZ,2025-01-01 05:16:00,2025-01-01 05:16:00,2025-01-01 05:16:00.000000,0.0,11.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,SBL,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:16:00,2025-01-01 05:16:00,2025-01-01 05:16:07.257970,7.257969813752425,6.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
14212,S20,NE,RV,departure,True,commercialStop,160,NVZ,2025-01-01 05:17:00,2025-01-01 05:17:00,2025-01-01 05:17:00.000000,0.0,46.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,SBL,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:17:00,2025-01-01 05:17:00,2025-01-01 05:17:05.967466,5.9674663622172375,18.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=6s
18164,RE56,BI,FV,departure,True,commercialStop,160,NVZ,2025-01-01 05:19:00,2025-01-01 05:19:00,2025-01-01 05:19:00.000000,0.0,13.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
7108,R41,BI,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:20:00,2025-01-01 05:20:00,2025-01-01 05:20:00.000000,0.0,-7.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,NE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 05:20:00,2025-01-01 05:20:00,2025-01-01 05:20:05.934226,5.9342260985213215,23.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
7659,S20,BI,RV,departure,True,commercialStop,160,NVZ,2025-01-01 05:21:00,2025-01-01 05:21:00,2025-01-01 05:21:00.000000,0.0,-25.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
3320,IR65,BI,FV,departure,True,commercialStop,160,NVZ,2025-01-01 05:22:00,2025-01-01 05:22:00,2025-01-01 05:22:00.000000,0.0,7.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6010,R13,NE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 05:22:00,2025-01-01 05:22:00,2025-01-01 05:22:01.368467,1.368466577037907,25.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
15322,S3,BI,RV,departure,True,commercialStop,160,NVZ,2025-01-01 05:24:00,2025-01-01 05:24:00,2025-01-01 05:24:00.000000,0.0,-3.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
6907,R23,NE,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 05:25:00,2025-01-01 05:24:00,2025-01-01 05:25:00.000000,0.0,-57.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
3208,IR66,NE,FV,arrival,True,commercialStop,160,NVZ,2025-01-01 05:27:00,2025-01-01 05:27:00,2025-01-01 05:27:00.000000,0.0,19.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
3208,IR66,NE,FV,departure,True,commercialStop,160,NVZ,2025-01-01 05:29:00,2025-01-01 05:29:00,2025-01-01 05:29:05.054722,5.054721517226426,-49.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,total_delay=5s
3209,IR66,NE,FV,arrival,True,commercialStop,160,HVZ,2025-01-01 05:30:00,2025-01-01 05:29:00,2025-01-01 05:30:00.000000,0.0,-16.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
3209,IR66,NE,FV,departure,True,commercialStop,160,HVZ,2025-01-01 05:32:00,2025-01-01 05:32:00,2025-01-01 05:32:00.487209,0.4872089846357994,-11.0,1.2152326322498406,3.0804015296367115,6.93495857233907,0.0,0.0,0.0,
