TRAIN_NUMBER,COMMERCIAL_LINE_NUMBER_DESIGNATION,OPERATING_POINT_ABBREVIATION,OPERATION_TRAFFIC_CATEGORY_ABBREVIATION,EVENT_TYPE,EVENT_SERVED,PLAN_STOP_TYPE,PLAN_FORMATION_MAXIMAL_VELOCITY,OPERATION_DAY_PERIOD_IDENTIFIER_COARSE,OPERATION_PLANNED_TIMESTAMP,OPERATION_ACTUAL_TIMESTAMP,SIMULATED_TIMESTAMP,SIMULATED_DELAY,DAILY_PLAN_OPERATIONAL_DELAY_SEC,tre200s0,fkl010z1,fu3010z0,rre150z0,htoauts0,hto000d0,causes
7424,R16,NE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 08:50:00,2025-01-01 08:50:00,2025-01-01 08:50:09.057591,9.057591280321503,11.0,0.575,3.2,7.2,0.0,,,
6026,R13,BI,RV,departure,True,commercialStop,140,NVZ,2025-01-01 08:51:00,2025-01-01 08:51:00,2025-01-01 08:51:00.000000,0.0,-4.0,0.575,3.2,7.2,0.0,,,
6027,R13,LD,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 08:51:00,2025-01-01 08:50:00,2025-01-01 08:51:19.851221,19.851221481028915,-22.0,0.575,3.2,7.2,0.0,,,
1512,IC5,TUE,FV,arrival,True,pass,200,NVZ,2025-01-01 08:51:00,2025-01-01 08:51:00,2025-01-01 08:51:26.990489,26.990489386749687,13.0,0.575,3.2,7.2,0.0,,,
1512,IC5,TUE,FV,departure,True,pass,200,NVZ,2025-01-01 08:51:00,2025-01-01 08:51:00,2025-01-01 08:51:26.990489,26.990489386749687,13.0,0.575,3.2,7.2,0.0,,,total_delay=27s
6027,R13,LD,RV,departure,True,commercialStop,160,NVZ,2025-01-01 08:52:00,2025-01-01 08:52:00,2025-01-01 08:52:05.775247,5.775246569202864,12.0,0.575,3.2,7.2,0.0,,,total_delay=6s
3334,IR65,BI,FV,departure,True,commercialStop,160,NVZ,2025-01-01 08:52:00,2025-01-01 08:52:00,2025-01-01 08:52:14.000000,14.0,14.0,0.575,3.2,7.2,0.0,,,total_delay=14s
7617,S20,BI,RV,departure,True,commercialStop,160,NVZ,2025-01-01 08:53:00,2025-01-01 08:53:00,2025-01-01 08:53:03.000000,3.0,3.0,0.575,3.2,7.2,0.0,,,
1512,IC5,TWN,FV,arrival,True,pass,200,NVZ,2025-01-01 08:53:00,2025-01-01 08:53:00,2025-01-01 08:53:30.514033,30.514032727023732,7.0,0.575,3.2,7.2,0.0,,,
1512,IC5,TWN,FV,departure,True,pass,200,NVZ,2025-01-01 08:53:00,2025-01-01 08:53:00,2025-01-01 08:53:30.514033,30.514032727023732,7.0,0.575,3.2,7.2,0.0,,,total_delay=31s
6027,R13,NV,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 08:54:00,2025-01-01 08:54:00,2025-01-01 08:54:06.880282,6.880281546320475,11.0,0.575,3.2,7.2,0.0,,,
15336,S3,BI,RV,departure,True,commercialStop,160,NVZ,2025-01-01 08:54:00,2025-01-01 08:54:00,2025-01-01 08:54:09.000000,9.0,9.0,0.575,3.2,7.2,0.0,,,total_delay=9s
1517,IC5,NE,FV,departure,True,commercialStop,200,NVZ,2025-01-01 08:54:00,2025-01-01 08:53:00,2025-01-01 08:54:10.829137,10.829136924487102,-37.0,0.575,3.2,7.2,0.0,,,total_delay=11s
6027,R13,NV,RV,departure,True,commercialStop,160,NVZ,2025-01-01 08:54:00,2025-01-01 08:54:00,2025-01-01 08:54:40.746679,40.74667907310868,4.0,0.575,3.2,7.2,0.0,,,total_delay=41s
6026,R13,TUE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 08:55:00,2025-01-01 08:55:00,2025-01-01 08:54:47.097449,-12.902551229763048,-6.0,0.575,3.2,7.2,0.0,,,
6921,R23,NE,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 08:55:00,2025-01-01 08:55:00,2025-01-01 08:55:00.000000,0.0,-10.0,0.575,3.2,7.2,0.0,,,
6026,R13,TUE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 08:55:00,2025-01-01 08:55:00,2025-01-01 08:55:19.242514,19.242513576336933,-23.0,0.575,3.2,7.2,0.0,,,total_delay=19s
1512,IC5,LIG,FV,arrival,True,pass,200,NVZ,2025-01-01 08:55:00,2025-01-01 08:55:00,2025-01-01 08:55:28.399147,28.399146720777935,13.0,0.575,3.2,7.2,0.0,,,
1512,IC5,LIG,FV,departure,True,pass,200,NVZ,2025-01-01 08:55:00,2025-01-01 08:55:00,2025-01-01 08:55:28.399147,28.399146720777935,13.0,0.575,3.2,7.2,0.0,,,total_delay=28s
15732,S5,NE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 08:56:00,2025-01-01 08:55:00,2025-01-01 08:56:00.000000,0.0,-38.0,0.575,3.2,7.2,0.0,,,
1517,IC5,SBL,FV,arrival,True,pass,200,NVZ,2025-01-01 08:56:00,2025-01-01 08:56:00,2025-01-01 08:57:07.596491,67.59649077868744,-43.0,0.575,3.2,7.2,0.0,,,
1517,IC5,SBL,FV,departure,True,pass,200,NVZ,2025-01-01 08:56:00,2025-01-01 08:56:00,2025-01-01 08:57:07.596491,67.59649077868744,-43.0,0.575,3.2,7.2,0.0,,,total_delay=68s
1512,IC5,NV,FV,arrival,True,pass,200,NVZ,2025-01-01 08:57:00,2025-01-01 08:57:00,2025-01-01 08:57:29.255228,29.255227800091234,21.0,0.575,3.2,7.2,0.0,,,
1512,IC5,NV,FV,departure,True,pass,200,NVZ,2025-01-01 08:57:00,2025-01-01 08:57:00,2025-01-01 08:57:29.255228,29.255227800091234,21.0,0.575,3.2,7.2,0.0,,,total_delay=29s
6027,R13,LIG,RV,arrival,True,pass,160,NVZ,2025-01-01 08:58:00,2025-01-01 08:57:00,2025-01-01 08:57:50.999149,-9.000851448279718,-14.0,0.575,3.2,7.2,0.0,,,
6027,R13,LIG,RV,departure,True,pass,160,NVZ,2025-01-01 08:58:00,2025-01-01 08:57:00,2025-01-01 08:57:50.999149,-9.000851448279718,-14.0,0.575,3.2,7.2,0.0,,,
6026,R13,TWN,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 08:58:00,2025-01-01 08:58:00,2025-01-01 08:58:21.563039,21.56303851307166,-15.0,0.575,3.2,7.2,0.0,,,
1512,IC5,LD,FV,arrival,True,pass,200,NVZ,2025-01-01 08:58:00,2025-01-01 08:58:00,2025-01-01 08:58:30.611706,30.61170580809994,15.0,0.575,3.2,7.2,0.0,,,
1512,IC5,LD,FV,departure,True,pass,200,NVZ,2025-01-01 08:58:00,2025-01-01 08:58:00,2025-01-01 08:58:30.611706,30.61170580809994,15.0,0.575,3.2,7.2,0.0,,,total_delay=31s
6027,R13,TWN,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 08:59:00,2025-01-01 08:59:00,2025-01-01 08:58:44.225845,-15.774154592440027,-8.0,0.575,3.2,7.2,0.0,,,
3967,RE6,NE,FV,arrival,True,commercialStop,160,NVZ,2025-01-01 08:59:00,2025-01-01 08:58:00,2025-01-01 08:59:00.000000,0.0,-61.0,0.575,3.2,7.2,0.0,,,
1517,IC5,CORN,FV,arrival,True,pass,200,NVZ,2025-01-01 08:59:00,2025-01-01 08:58:00,2025-01-01 08:59:07.590220,7.590219501023967,-41.0,0.575,3.2,7.2,0.0,,,
1517,IC5,CORN,FV,departure,True,pass,200,NVZ,2025-01-01 08:59:00,2025-01-01 08:58:00,2025-01-01 08:59:07.590220,7.590219501023967,-41.0,0.575,3.2,7.2,0.0,,,total_delay=8s
1512,IC5,CRNE,FV,arrival,True,pass,200,NVZ,2025-01-01 08:59:00,2025-01-01 08:59:00,2025-01-01 08:59:29.459322,29.459321678434208,15.0,0.575,3.2,7.2,0.0,,,
1512,IC5,CRNE,FV,departure,True,pass,200,NVZ,2025-01-01 08:59:00,2025-01-01 08:59:00,2025-01-01 08:59:29.459322,29.459321678434208,15.0,0.575,3.2,7.2,0.0,,,total_delay=29s
3966,RE6,NE,FV,departure,True,commercialStop,160,NVZ,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-01 09:00:00.000000,0.0,-7.0,0.575,3.2,7.2,0.0,,,
6027,R13,TWN,RV,departure,True,commercialStop,160,NVZ,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-01 09:00:03.615451,3.6154514139925595,-4.0,0.575,3.2,7.2,0.0,,,
6026,R13,TWN,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:00:00,2025-01-01 08:59:00,2025-01-01 09:00:05.769751,5.769751199430175,-36.0,0.575,3.2,7.2,0.0,,,total_delay=6s
1517,IC5,CRNE,FV,arrival,True,pass,200,NVZ,2025-01-01 09:00:00,2025-01-01 08:59:00,2025-01-01 09:00:07.727852,7.727852293723117,-40.0,0.575,3.2,7.2,0.0,,,
1517,IC5,CRNE,FV,departure,True,pass,200,NVZ,2025-01-01 09:00:00,2025-01-01 08:59:00,2025-01-01 09:00:07.727852,7.727852293723117,-40.0,0.575,3.2,7.2,0.0,,,total_delay=8s
1512,IC5,CORN,FV,arrival,True,pass,200,NVZ,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-01 09:00:25.966866,25.96686636087179,8.0,0.575,3.2,7.2,0.0,,,
1512,IC5,CORN,FV,departure,True,pass,200,NVZ,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-01 09:00:25.966866,25.96686636087179,8.0,0.575,3.2,7.2,0.0,,,total_delay=26s
6026,R13,LIG,RV,arrival,True,pass,140,NVZ,2025-01-01 09:01:00,2025-01-01 09:01:00,2025-01-01 09:01:03.522547,3.522547112461325,-42.0,0.575,3.2,7.2,0.0,,,
6026,R13,LIG,RV,departure,True,pass,140,NVZ,2025-01-01 09:01:00,2025-01-01 09:01:00,2025-01-01 09:01:03.522547,3.522547112461325,-42.0,0.575,3.2,7.2,0.0,,,
1517,IC5,LD,FV,arrival,True,pass,200,NVZ,2025-01-01 09:01:00,2025-01-01 09:00:00,2025-01-01 09:01:06.116418,6.116417931014439,-42.0,0.575,3.2,7.2,0.0,,,
1517,IC5,LD,FV,departure,True,pass,200,NVZ,2025-01-01 09:01:00,2025-01-01 09:00:00,2025-01-01 09:01:06.116418,6.116417931014439,-42.0,0.575,3.2,7.2,0.0,,,total_delay=6s
1517,IC5,NV,FV,arrival,True,pass,200,NVZ,2025-01-01 09:02:00,2025-01-01 09:01:00,2025-01-01 09:02:10.297236,10.29723566758912,-45.0,0.575,3.2,7.2,0.0,,,
1517,IC5,NV,FV,departure,True,pass,200,NVZ,2025-01-01 09:02:00,2025-01-01 09:01:00,2025-01-01 09:02:10.297236,10.29723566758912,-45.0,0.575,3.2,7.2,0.0,,,total_delay=10s
1512,IC5,SBL,FV,arrival,True,pass,200,NVZ,2025-01-01 09:02:00,2025-01-01 09:02:00,2025-01-01 09:02:30.524423,30.524422623275314,21.0,0.575,3.2,7.2,0.0,,,
1512,IC5,SBL,FV,departure,True,pass,200,NVZ,2025-01-01 09:02:00,2025-01-01 09:02:00,2025-01-01 09:02:30.524423,30.524422623275314,21.0,0.575,3.2,7.2,0.0,,,total_delay=31s
6027,R13,TUE,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:03:00,2025-01-01 09:03:00,2025-01-01 09:02:52.269703,-7.730296575675311,10.0,0.575,3.2,7.2,0.0,,,
6027,R13,TUE,RV,departure,True,commercialStop,160,NVZ,2025-01-01 09:03:00,2025-01-01 09:03:00,2025-01-01 09:03:24.070013,24.070013008778915,7.0,0.575,3.2,7.2,0.0,,,total_delay=24s
6026,R13,NV,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:04:00,2025-01-01 09:03:00,2025-01-01 09:03:56.647410,-3.3525896513565385,-24.0,0.575,3.2,7.2,0.0,,,
15737,S5,NE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:04:00,2025-01-01 09:04:00,2025-01-01 09:04:00.000000,0.0,-1.0,0.575,3.2,7.2,0.0,,,
1517,IC5,LIG,FV,arrival,True,pass,200,NVZ,2025-01-01 09:04:00,2025-01-01 09:03:00,2025-01-01 09:04:13.343896,13.343896284408402,-31.0,0.575,3.2,7.2,0.0,,,
1517,IC5,LIG,FV,departure,True,pass,200,NVZ,2025-01-01 09:04:00,2025-01-01 09:03:00,2025-01-01 09:04:13.343896,13.343896284408402,-31.0,0.575,3.2,7.2,0.0,,,total_delay=13s
15335,S3,BI,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:05:00,2025-01-01 09:05:00,2025-01-01 09:05:00.000000,0.0,35.0,0.575,3.2,7.2,0.0,,,
6922,R23,NE,RV,departure,True,commercialStop,160,NVZ,2025-01-01 09:05:00,2025-01-01 09:05:00,2025-01-01 09:05:00.000000,0.0,-2.0,0.575,3.2,7.2,0.0,,,
6026,R13,NV,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:05:00,2025-01-01 09:04:00,2025-01-01 09:05:05.118692,5.118692365071183,-15.0,0.575,3.2,7.2,0.0,,,total_delay=5s
1512,IC5,NE,FV,arrival,True,commercialStop,200,NVZ,2025-01-01 09:05:00,2025-01-01 09:06:00,2025-01-01 09:05:19.697185,19.69718509579252,36.0,0.575,3.2,7.2,0.0,,,
1517,IC5,TWN,FV,arrival,True,pass,200,NVZ,2025-01-01 09:05:00,2025-01-01 09:05:00,2025-01-01 09:06:17.564995,77.56499528288259,-38.0,0.575,3.2,7.2,0.0,,,
1517,IC5,TWN,FV,departure,True,pass,200,NVZ,2025-01-01 09:05:00,2025-01-01 09:05:00,2025-01-01 09:06:17.564995,77.56499528288259,-38.0,0.575,3.2,7.2,0.0,,,total_delay=78s
6026,R13,LD,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:07:00,2025-01-01 09:07:00,2025-01-01 09:07:07.364035,7.364034851612814,-11.0,0.575,3.2,7.2,0.0,,,
6027,R13,BI,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:07:00,2025-01-01 09:07:00,2025-01-01 09:07:34.138355,34.138355358474655,17.0,0.575,3.2,7.2,0.0,,,
6026,R13,LD,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:07:00,2025-01-01 09:07:00,2025-01-01 09:07:43.550883,43.5508826145815,-19.0,0.575,3.2,7.2,0.0,,,total_delay=44s
7616,S20,BI,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:08:00,2025-01-01 09:09:00,2025-01-01 09:08:00.000000,0.0,96.0,0.575,3.2,7.2,0.0,,,
1517,IC5,TUE,FV,arrival,True,pass,200,NVZ,2025-01-01 09:07:00,2025-01-01 09:07:00,2025-01-01 09:08:10.178814,70.17881415532611,-32.0,0.575,3.2,7.2,0.0,,,
1517,IC5,TUE,FV,departure,True,pass,200,NVZ,2025-01-01 09:07:00,2025-01-01 09:07:00,2025-01-01 09:08:10.178814,70.17881415532611,-32.0,0.575,3.2,7.2,0.0,,,total_delay=70s
3335,IR65,BI,FV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:09:00,2025-01-01 09:08:00,2025-01-01 09:09:00.000000,0.0,-32.0,0.575,3.2,7.2,0.0,,,
1512,IC5,NE,FV,departure,True,commercialStop,200,NVZ,2025-01-01 09:09:00,2025-01-01 09:09:00,2025-01-01 09:09:04.523915,4.5239148833134095,-15.0,0.575,3.2,7.2,0.0,,,
6026,R13,CRNE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:09:00,2025-01-01 09:09:00,2025-01-01 09:09:30.017226,30.01722644056281,-16.0,0.575,3.2,7.2,0.0,,,
6026,R13,CRNE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:10:00,2025-01-01 09:10:00,2025-01-01 09:10:10.060292,10.060292210109765,-24.0,0.575,3.2,7.2,0.0,,,total_delay=10s
1614,IC51,BI,FV,arrival,True,commercialStop,200,NVZ,2025-01-01 09:11:00,2025-01-01 09:11:00,2025-01-01 09:11:00.000000,0.0,24.0,0.575,3.2,7.2,0.0,,,
3665,RE4,BI,FV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:12:00,2025-01-01 09:11:00,2025-01-01 09:12:00.000000,0.0,-39.0,0.575,3.2,7.2,0.0,,,
14121,S21,NE,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:12:00,2025-01-01 09:12:00,2025-01-01 09:12:00.000000,0.0,-48.0,0.575,3.2,7.2,0.0,,,
1517,IC5,BI,FV,arrival,True,commercialStop,200,NVZ,2025-01-01 09:12:00,2025-01-01 09:10:00,2025-01-01 09:12:01.530605,1.5306053036183584,-129.0,0.575,3.2,7.2,0.0,,,
6026,R13,CORN,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:12:00,2025-01-01 09:12:00,2025-01-01 09:12:21.582516,21.582516457056045,-22.0,0.575,3.2,7.2,0.0,,,
6026,R13,CORN,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:13:00,2025-01-01 09:12:00,2025-01-01 09:13:03.026670,3.0266696988401236,-32.0,0.575,3.2,7.2,0.0,,,
7036,R21,NE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:13:00,2025-01-01 09:13:00,2025-01-01 09:13:08.000000,8.0,8.0,0.575,3.2,7.2,0.0,,,total_delay=8s
514,IC5,BI,FV,arrival,True,commercialStop,200,NVZ,2025-01-01 09:15:00,2025-01-01 09:14:00,2025-01-01 09:15:00.000000,0.0,-54.0,0.575,3.2,7.2,0.0,,,
6026,R13,SBL,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:16:00,2025-01-01 09:16:00,2025-01-01 09:15:59.133093,-0.8669069547759136,-21.0,0.575,3.2,7.2,0.0,,,
1517,IC5,BI,FV,departure,True,commercialStop,200,NVZ,2025-01-01 09:16:00,2025-01-01 09:16:00,2025-01-01 09:16:00.203839,0.20383886135095963,15.0,0.575,3.2,7.2,0.0,,,
7035,R21,NE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:17:00,2025-01-01 09:16:00,2025-01-01 09:17:00.000000,0.0,-51.0,0.575,3.2,7.2,0.0,,,
14230,S20,NE,RV,departure,True,commercialStop,160,NVZ,2025-01-01 09:17:00,2025-01-01 09:17:00,2025-01-01 09:17:02.000000,2.0,2.0,0.575,3.2,7.2,0.0,,,
6026,R13,SBL,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:17:00,2025-01-01 09:16:00,2025-01-01 09:17:04.908296,4.908296157060249,-28.0,0.575,3.2,7.2,0.0,,,
514,IC5,BI,FV,departure,True,commercialStop,200,NVZ,2025-01-01 09:18:00,2025-01-01 09:18:00,2025-01-01 09:18:00.736821,0.736821355385473,25.0,0.575,3.2,7.2,0.0,,,
1662,IR57,NE,FV,departure,True,commercialStop,160,NVZ,2025-01-01 09:18:00,2025-01-01 09:18:00,2025-01-01 09:18:06.000000,6.0,6.0,0.575,3.2,7.2,0.0,,,total_delay=6s
517,IC5,NE,FV,arrival,True,commercialStop,200,NVZ,2025-01-01 09:19:00,2025-01-01 09:20:00,2025-01-01 09:19:00.000000,0.0,40.0,0.575,3.2,7.2,0.0,,,
18172,RE56,BI,FV,departure,True,commercialStop,160,NVZ,2025-01-01 09:19:00,2025-01-01 09:19:00,2025-01-01 09:19:09.000000,9.0,9.0,0.575,3.2,7.2,0.0,,,total_delay=9s
6026,R13,NE,RV,arrival,True,commercialStop,140,NVZ,2025-01-01 09:20:00,2025-01-01 09:20:00,2025-01-01 09:19:59.527012,-0.472987524481141,18.0,0.575,3.2,7.2,0.0,,,
7116,R41,BI,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:20:00,2025-01-01 09:20:00,2025-01-01 09:20:00.000000,0.0,-6.0,0.575,3.2,7.2,0.0,,,
514,IC5,TUE,FV,arrival,True,pass,200,NVZ,2025-01-01 09:21:00,2025-01-01 09:21:00,2025-01-01 09:20:53.316509,-6.683491263065662,16.0,0.575,3.2,7.2,0.0,,,
514,IC5,TUE,FV,departure,True,pass,200,NVZ,2025-01-01 09:21:00,2025-01-01 09:21:00,2025-01-01 09:20:53.316509,-6.683491263065662,16.0,0.575,3.2,7.2,0.0,,,
7667,S20,BI,RV,departure,True,commercialStop,160,NVZ,2025-01-01 09:21:00,2025-01-01 09:21:00,2025-01-01 09:21:00.000000,0.0,-15.0,0.575,3.2,7.2,0.0,,,
517,IC5,NE,FV,departure,True,commercialStop,200,NVZ,2025-01-01 09:22:00,2025-01-01 09:22:00,2025-01-01 09:22:00.230039,0.23003928690013709,-4.0,0.575,3.2,7.2,0.0,,,
6026,R13,NE,RV,departure,True,commercialStop,140,NVZ,2025-01-01 09:22:00,2025-01-01 09:23:00,2025-01-01 09:22:00.257528,0.257527943358582,63.0,0.575,3.2,7.2,0.0,,,
3336,IR65,BI,FV,departure,True,commercialStop,160,NVZ,2025-01-01 09:22:00,2025-01-01 09:22:00,2025-01-01 09:22:15.000000,15.0,15.0,0.575,3.2,7.2,0.0,,,total_delay=15s
514,IC5,TWN,FV,arrival,True,pass,200,NVZ,2025-01-01 09:23:00,2025-01-01 09:23:00,2025-01-01 09:23:01.157957,1.1579567514418159,8.0,0.575,3.2,7.2,0.0,,,
514,IC5,TWN,FV,departure,True,pass,200,NVZ,2025-01-01 09:23:00,2025-01-01 09:23:00,2025-01-01 09:23:01.157957,1.1579567514418159,8.0,0.575,3.2,7.2,0.0,,,
15338,S3,BI,RV,departure,True,commercialStop,160,NVZ,2025-01-01 09:24:00,2025-01-01 09:24:00,2025-01-01 09:24:41.000000,41.0,41.0,0.575,3.2,7.2,0.0,,,total_delay=41s
514,IC5,LIG,FV,arrival,True,pass,200,NVZ,2025-01-01 09:25:00,2025-01-01 09:25:00,2025-01-01 09:24:57.398819,-2.6011811914286227,11.0,0.575,3.2,7.2,0.0,,,
514,IC5,LIG,FV,departure,True,pass,200,NVZ,2025-01-01 09:25:00,2025-01-01 09:25:00,2025-01-01 09:24:57.398819,-2.6011811914286227,11.0,0.575,3.2,7.2,0.0,,,
6923,R23,NE,RV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:25:00,2025-01-01 09:24:00,2025-01-01 09:25:00.000000,0.0,-64.0,0.575,3.2,7.2,0.0,,,
517,IC5,SBL,FV,arrival,True,pass,200,NVZ,2025-01-01 09:25:00,2025-01-01 09:25:00,2025-01-01 09:25:05.140286,5.140285523229977,9.0,0.575,3.2,7.2,0.0,,,
517,IC5,SBL,FV,departure,True,pass,200,NVZ,2025-01-01 09:25:00,2025-01-01 09:25:00,2025-01-01 09:25:05.140286,5.140285523229977,9.0,0.575,3.2,7.2,0.0,,,total_delay=5s
514,IC5,NV,FV,arrival,True,pass,200,NVZ,2025-01-01 09:27:00,2025-01-01 09:27:00,2025-01-01 09:26:56.329294,-3.670706429016718,17.0,0.575,3.2,7.2,0.0,,,
514,IC5,NV,FV,departure,True,pass,200,NVZ,2025-01-01 09:27:00,2025-01-01 09:27:00,2025-01-01 09:26:56.329294,-3.670706429016718,17.0,0.575,3.2,7.2,0.0,,,
3216,IR66,NE,FV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:27:00,2025-01-01 09:27:00,2025-01-01 09:27:00.000000,0.0,14.0,0.575,3.2,7.2,0.0,,,
517,IC5,CORN,FV,arrival,True,pass,200,NVZ,2025-01-01 09:27:00,2025-01-01 09:27:00,2025-01-01 09:27:10.249997,10.249996759433998,22.0,0.575,3.2,7.2,0.0,,,
517,IC5,CORN,FV,departure,True,pass,200,NVZ,2025-01-01 09:27:00,2025-01-01 09:27:00,2025-01-01 09:27:10.249997,10.249996759433998,22.0,0.575,3.2,7.2,0.0,,,total_delay=10s
514,IC5,LD,FV,arrival,True,pass,200,NVZ,2025-01-01 09:28:00,2025-01-01 09:28:00,2025-01-01 09:27:54.574955,-5.425045052361384,11.0,0.575,3.2,7.2,0.0,,,
514,IC5,LD,FV,departure,True,pass,200,NVZ,2025-01-01 09:28:00,2025-01-01 09:28:00,2025-01-01 09:27:54.574955,-5.425045052361384,11.0,0.575,3.2,7.2,0.0,,,
517,IC5,CRNE,FV,arrival,True,pass,200,NVZ,2025-01-01 09:28:00,2025-01-01 09:29:00,2025-01-01 09:28:08.039982,8.039982235168281,24.0,0.575,3.2,7.2,0.0,,,
517,IC5,CRNE,FV,departure,True,pass,200,NVZ,2025-01-01 09:28:00,2025-01-01 09:29:00,2025-01-01 09:28:08.039982,8.039982235168281,24.0,0.575,3.2,7.2,0.0,,,total_delay=8s
514,IC5,CRNE,FV,arrival,True,pass,200,NVZ,2025-01-01 09:29:00,2025-01-01 09:29:00,2025-01-01 09:28:57.821451,-2.1785486196095007,17.0,0.575,3.2,7.2,0.0,,,
514,IC5,CRNE,FV,departure,True,pass,200,NVZ,2025-01-01 09:29:00,2025-01-01 09:29:00,2025-01-01 09:28:57.821451,-2.1785486196095007,17.0,0.575,3.2,7.2,0.0,,,
3216,IR66,NE,FV,departure,True,commercialStop,160,NVZ,2025-01-01 09:29:00,2025-01-01 09:29:00,2025-01-01 09:29:00.190590,0.19059049151837826,-31.0,0.575,3.2,7.2,0.0,,,
517,IC5,LD,FV,arrival,True,pass,200,NVZ,2025-01-01 09:29:00,2025-01-01 09:30:00,2025-01-01 09:29:07.166452,7.166452424833551,31.0,0.575,3.2,7.2,0.0,,,
517,IC5,LD,FV,departure,True,pass,200,NVZ,2025-01-01 09:29:00,2025-01-01 09:30:00,2025-01-01 09:29:07.166452,7.166452424833551,31.0,0.575,3.2,7.2,0.0,,,total_delay=7s
514,IC5,CORN,FV,arrival,True,pass,200,NVZ,2025-01-01 09:30:00,2025-01-01 09:30:00,2025-01-01 09:29:59.625232,-0.37476782521844143,14.0,0.575,3.2,7.2,0.0,,,
514,IC5,CORN,FV,departure,True,pass,200,NVZ,2025-01-01 09:30:00,2025-01-01 09:30:00,2025-01-01 09:29:59.625232,-0.37476782521844143,14.0,0.575,3.2,7.2,0.0,,,
3219,IR66,NE,FV,arrival,True,commercialStop,160,NVZ,2025-01-01 09:30:00,2025-01-01 09:30:00,2025-01-01 09:30:00.000000,0.0,46.0,0.575,3.2,7.2,0.0,,,
517,IC5,NV,FV,arrival,True,pass,200,NVZ,2025-01-01 09:30:00,2025-01-01 09:31:00,2025-01-01 09:30:07.314437,7.314436941167514,33.0,0.575,3.2,7.2,0.0,,,
517,IC5,NV,FV,departure,True,pass,200,NVZ,2025-01-01 09:30:00,2025-01-01 09:31:00,2025-01-01 09:30:07.314437,7.314436941167514,33.0,0.575,3.2,7.2,0.0,,,total_delay=7s
517,IC5,LIG,FV,arrival,True,pass,200,NVZ,2025-01-01 09:33:00,2025-01-01 09:33:00,2025-01-01 09:31:56.436803,-63.56319658598659,4.0,0.575,3.2,7.2,0.0,,,
517,IC5,LIG,FV,departure,True,pass,200,NVZ,2025-01-01 09:33:00,2025-01-01 09:33:00,2025-01-01 09:31:56.436803,-63.56319658598659,4.0,0.575,3.2,7.2,0.0,,,
514,IC5,SBL,FV,arrival,True,pass,200,NVZ,2025-01-01 09:32:00,2025-01-01 09:32:00,2025-01-01 09:31:57.797058,-2.202942267700564,18.0,0.575,3.2,7.2,0.0,,,
514,IC5,SBL,FV,departure,True,pass,200,NVZ,2025-01-01 09:32:00,2025-01-01 09:32:00,2025-01-01 09:31:57.797058,-2.202942267700564,18.0,0.575,3.2,7.2,0.0,,,
3219,IR66,NE,FV,departure,True,commercialStop,160,NVZ,2025-01-01 09:32:00,2025-01-01 09:32:00,2025-01-01 09:32:02.619469,2.6194685709488112,5.0,0.575,3.2,7.2,0.0,,,
517,IC5,TWN,FV,arrival,True,pass,200,NVZ,2025-01-01 09:35:00,2025-01-01 09:35:00,2025-01-01 09:34:03.932803,-56.0671970483163,-4.0,0.575,3.2,7.2,0.0,,,
